label_tec,sentence
T1558,UNC2452 obtained Ticket Granting Service  tickets for Active Directory Service Principle Names to crack offline.
T1558,APT29 obtained Ticket Granting Service  tickets for Active Directory Service Principle Names to crack offline.
T1558,FIN7 has used Kerberoasting for credential access and to enable lateral movement.
T1547,Adversaries may modify the kernel to automatically execute programs on system boot.
T1547,Loadable Kernel Modules  are pieces of code that can be loaded and unloaded into the kernel upon demand.
T1547,They extend the functionality of the kernel without the need to reboot the system.
T1547,"For example, one type of module is the device driver, which allows the kernel to access hardware connected to the system."
T1547,"When used maliciously, LKMs can be a type of kernel-mode Rootkit that run with the highest operating system privilege ."
T1547,"Common features of LKM based rootkits include: hiding itself, selective hiding of files, processes and network activity, as well as log tampering, providing authenticated backdoors and enabling root access to non-privileged users."
T1547,"Kernel extensions, also called kext, are used for macOS to load functionality onto a system similar to LKMs for Linux."
T1547,They are loaded and unloaded through kextload and kextunload commands.
T1547,"Since macOS Catalina 10.15, kernel extensions have been deprecated on macOS systems."
T1547,Adversaries can use LKMs and kexts to covertly persist on a system and elevate privileges.
T1547,Examples have been found in the wild and there are some open source projects.
T1547,Skidmap has the ability to install several loadable kernel modules  on infected machines.
T1547,Drovorub can use kernel modules to establish persistence.
T1555,Adversaries may collect the keychain storage data from a system to acquire credentials.
T1555,"Keychains are the built-in way for macOS to keep track of users' passwords and credentials for many services and features such as WiFi passwords, websites, secure notes, certificates, and Kerberos."
T1555,"Keychain files are located in ~/Library/Keychains/,/Library/Keychains/, and /Network/Library/Keychains/."
T1555,"The security command-line utility, which is built into macOS by default, provides a useful way to manage these credentials."
T1555,"To manage their credentials, users have to use additional credentials to access their keychain."
T1555,"If an adversary knows the credentials for the login keychain, then they can get access to all the other credentials stored in this vault."
T1555,"By default, the passphrase for the keychain is the user’s logon credentials."
T1555,Calisto collects Keychain storage data and copies those passwords/tokens to a file.
T1555,iKitten collects the keychains on the system.
T1555,Proton gathers credentials in files for keychains.
T1056,Adversaries may log user keystrokes to intercept credentials as the user types them.
T1056,"Keylogging is likely to be used to acquire credentials for new access opportunities when OS Credential Dumping efforts are not effective, and may require an adversary to intercept keystrokes on a system for a substantial period of time before credentials can be successfully captured."
T1056,"Keylogging is the most prevalent type of input capture, with many different ways of intercepting keystrokes."
T1056,"Some methods include:
* Hooking API callbacks used for processing keystrokes."
T1056,"Unlike Credential API Hooking, this focuses solely on API functions intended for processing keystroke data."
T1056,* Reading raw keystroke data from the hardware buffer.
T1056,* Windows Registry modifications.
T1056,* Custom drivers.
T1056,* Modify System Image may provide adversaries with hooks into the operating system of network devices to read raw keystrokes for login sessions.
T1056,ADVSTORESHELL can perform keylogging.
T1056,DustySky contains a keylogger.
T1056,EvilGrab has the capability to capture keystrokes.
T1056,Prikormka contains a keylogger module that collects keystrokes and the titles of foreground windows.
T1056,MacSpy captures keystrokes.
T1056,Sykipot contains keylogging functionality to steal passwords.
T1056,PlugX has a module for capturing keystrokes per process including window titles.
T1056,DarkComet has a keylogging capability.
T1056,BadPatch has a keylogging capability.
T1056,Regin contains a keylogger.
T1056,Carbanak logs key strokes for configured processes and sends them back to the C2 server.
T1056,NanoCore can perform keylogging on the victim’s machine.
T1056,Rover has keylogging functionality.
T1056,MoonWind has a keylogger.
T1056,Matryoshka is capable of keylogging.
T1056,Remsec contains a keylogger component.
T1056,Duqu can track key presses with a keylogger module.
T1056,Proton uses a keylogger to capture keystrokes.
T1056,NETWIRE can perform keylogging.
T1056,Derusbi is capable of logging keystrokes.
T1056,gh0st RAT has a keylogger.
T1056,RTM can record keystrokes from both the keyboard and virtual keyboard.
T1056,NetTraveler contains a keylogger.
T1056,Unknown Logger is capable of recording keystrokes.
T1056,"When it first starts, BADNEWS spawns a new thread to log keystrokes."
T1056,yty uses a keylogger plugin to gather keystrokes.
T1056,RunningRAT captures keystrokes and sends them back to the C2 server.
T1056,KONNI has the capability to perform keylogging.
T1056,SslMM creates a new thread implementing a keylogging facility using Windows Keyboard Accelerators.
T1056,JPIN contains a custom keylogger.
T1056,Agent Tesla can log keystrokes on the victim’s machine.
T1056,"XAgentOSX contains keylogging functionality that will monitor for active application windows and write them to the log, it can handle special characters, and it will buffer by default 50 characters before sending them out over the C2 infrastructure."
T1056,CHOPSTICK is capable of performing keylogging.
T1056,GreyEnergy has a module to harvest pressed keystrokes.
T1056,PoisonIvy contains a keylogger.
T1056,"OwaAuth captures and DES-encrypts credentials before writing the username and password to a log file, C:\log.txt."
T1056,Cobian RAT has a feature to perform keylogging on the victim’s machine.
T1056,HTTPBrowser is capable of capturing keystrokes on victims.
T1056,NavRAT logs the keystrokes on the targeted system.
T1056,Catchamas collects keystrokes from the victim’s machine.
T1056,DOGCALL is capable of logging keystrokes.
T1056,Zeus Panda can perform keylogging on the victim’s machine by hooking the functions TranslateMessage and WM_KEYDOWN.
T1056,CosmicDuke uses a keylogger.
T1056,"jRAT has the capability to log keystrokes from the victim’s machine, both offline and online."
T1056,The executable version of Helminth has a module to log keystrokes.
T1056,ROKRAT uses a keylogger to capture keystrokes and location of where the user is typing.
T1056,Bandook contains keylogging capabilities.
T1056,Micropsia has keylogging capabilities.
T1056,Cardinal RAT can log keystrokes.
T1056,Daserf can log keystrokes.
T1056,BISCUIT can capture keystrokes.
T1056,BlackEnergy has run a keylogger plug-in on a victim.
T1056,FakeM contains a keylogger module.
T1056,Kasidet has the ability to initiate keylogging.
T1056,TinyZBot contains keylogger functionality.
T1056,VERMIN collects keystrokes from the victim machine.
T1056,Astaroth logs keystrokes from the victim's machine.
T1056,Remexi gathers and exfiltrates keystrokes from the machine.
T1056,Revenge RAT has a plugin for keylogging.
T1056,njRAT is capable of logging keystrokes.
T1056,KeyBoy installs a keylogger for intercepting credentials and keystrokes.
T1056,Machete logs keystrokes from the victim’s machine.
T1056,Fysbis can perform keylogging.
T1056,ZxShell has a feature to capture a remote computer's keystrokes using a keylogger.
T1056,BabyShark has a PowerShell-based remote administration ability that can implement a PowerShell or C# based keylogger.
T1056,PoetRAT has used a Python tool named klog.exe for keylogging.
T1056,Kivars has the ability to initiate keylogging on the infected host.
T1056,One of Attor's plugins can collect user credentials via capturing keystrokes and can capture keystrokes pressed within the window of the injected process.
T1056,Okrum was seen using a keylogger tool to capture keystrokes.
T1056,Lokibot has the ability to capture input on the compromised host via keylogging.
T1056,Cadelspy has the ability to log keystrokes on the compromised host.
T1056,TajMahal has the ability to capture keystrokes on an infected host.
T1056,InvisiMole can capture keystrokes on a compromised host.
T1056,Metamorfo has a command to launch a keylogger and capture keystrokes on the victim’s machine.
T1056,Trojan.Karagany can capture keystrokes on a compromised host.
T1056,Cobalt Strike can track key presses with a keylogger module.
T1056,KGH_SPY can perform keylogging by polling the GetAsyncKeyState function.
T1056,Grandoreiro can log keystrokes on the victim's machine.
T1056,SLOTHFULMEDIA has a keylogging capability.
T1056,Dtrack’s dropper contains a keylogging executable.
T1056,Explosive has leveraged its keylogging capabilities to gain access to administrator accounts on target servers.
T1056,ECCENTRICBANDWAGON can capture and store keystrokes.
T1056,ThiefQuest uses the CGEventTap functions to perform keylogging.
T1056,AppleSeed can use GetKeyState and GetKeyboardState to capture keystrokes on the victim’s machine.
T1056,Cuba logs keystrokes via polling by using GetKeyState and VkKeyScan functions.
T1056,Crimson can use a module to perform keylogging on compromised hosts.
T1056,Peppy can log keystrokes on compromised hosts.
T1056,SMOKEDHAM can continuously capture keystrokes.
T1056,QakBot can capture keystrokes on a compromised host.
T1056,MarkiRAT can capture all keystrokes on a compromised host.
T1056,APT3 has used a keylogging tool that records keystrokes in encrypted files.
T1056,Lazarus Group malware KiloAlfa contains keylogging functionality.
T1056,APT38 used a Trojan called KEYLIME to capture keystrokes from the victim’s machine.
T1056,Sowbug has used keylogging tools.
T1056,OilRig has used keylogging tools called KEYPUNCH and LONGWATCH.
T1056,Darkhotel has used a keylogger.
T1056,Malware used by Group5 is capable of capturing keystrokes.
T1056,PLATINUM has used several different keyloggers.
T1056,Threat Group-3390 actors installed a credential logger on Microsoft Exchange servers.
T1056,"Threat Group-3390 also leveraged the reconnaissance framework, ScanBox, to capture keystrokes."
T1056,FIN4 has captured credentials via fake Outlook Web App  login pages and has also used a .NET based keylogger.
T1056,Magic Hound malware is capable of keylogging.
T1056,APT28 has used tools to perform keylogging.
T1056,Ke3chang has used keyloggers.
T1056,"Stolen Pencil has a tool to log keystrokes to %userprofile%\appdata\roaming\apach.{txt,log}."
T1056,menuPass has used key loggers to steal usernames and passwords.
T1056,Kimsuky has used a PowerShell-based keylogger as well as a tool called MECHANICAL to log keystrokes.
T1056,APT41 used a keylogger called GEARSHIFT on a target system.
T1056,APT39 has used tools for capturing keystrokes.
T1056,Sandworm Team has used a keylogger to capture keystrokes by using the SetWindowsHookEx function.
T1056,APT32 has abused the PasswordChangeNotify to monitor for and capture account password changes.
T1056,Operation Wocao has obtained the password for the victim's password manager via a custom keylogger.
T1056,"Ajax Security Team has used CWoolger and MPK, custom-developed malware, which recorded all keystrokes on an infected system."
T1056,Tonto Team has used keylogging tools in their operations.
T1546,Adversaries may establish persistence by executing malicious content triggered by the execution of tainted binaries.
T1546,Mach-O binaries have a series of headers that are used to perform certain operations when a binary is loaded.
T1546,The LC_LOAD_DYLIB header in a Mach-O binary tells macOS and OS X which dynamic libraries  to load during execution time.
T1546,These can be added ad-hoc to the compiled binary as long as adjustments are made to the rest of the fields and dependencies.
T1546,There are tools available to perform these changes.
T1546,Adversaries may modify Mach-O binary headers to load and execute malicious dylibs every time the binary is executed.
T1546,"Although any changes will invalidate digital signatures on binaries because the binary is being modified, this can be remediated by simply removing the LC_CODE_SIGNATURE command from the binary so that the signature isn’t checked at load time."
T1557,"By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system."
T1557,This activity may be used to collect or relay authentication materials.
T1557,Link-Local Multicast Name Resolution  and NetBIOS Name Service  are Microsoft Windows components that serve as alternate methods of host identification.
T1557,LLMNR is based upon the Domain Name System  format and allows hosts on the same local link to perform name resolution for other hosts.
T1557,NBT-NS identifies systems on a local network by their NetBIOS name.
T1557,"Adversaries can spoof an authoritative source for name resolution on a victim network by responding to LLMNR /NBT-NS  traffic as if they know the identity of the requested host, effectively poisoning the service so that the victims will communicate with the adversary controlled system."
T1557,"If the requested host belongs to a resource that requires identification/authentication, the username and NTLMv2 hash will then be sent to the adversary controlled system."
T1557,The adversary can then collect the hash information sent over the wire through tools that monitor the ports for traffic or through Network Sniffing and crack the hashes offline through Brute Force to obtain the plaintext passwords.
T1557,"In some cases where an adversary has access to a system that is in the authentication path between systems or when automated scans that use credentials attempt to authenticate to an adversary controlled system, the NTLMv2 hashes can be intercepted and relayed to access and execute code against a target system."
T1557,The relay step can happen in conjunction with poisoning but may also be independent of it.
T1557,"Several tools exist that can be used to poison name services within local networks such as NBNSpoof, Metasploit, and Responder."
T1557,"Wizard Spider has used the Invoke-Inveigh PowerShell cmdlets, likely for name service poisoning."
T1003,"Adversaries with SYSTEM access to a host may attempt to access Local Security Authority  secrets, which can contain a variety of different credential materials, such as credentials for service accounts."
T1003,LSA secrets are stored in the registry at HKEY_LOCAL_MACHINE\SECURITY\Policy\Secrets.
T1003,LSA secrets can also be dumped from memory.
T1003,Reg can be used to extract from the Registry.
T1003,Mimikatz can be used to extract secrets from memory.
T1003,CosmicDuke collects LSA secrets.
T1003,Threat Group-3390 actors have used gsecdump to dump credentials.
T1003,They have also dumped credentials from domain controllers.
T1003,Dragonfly 2.0 dropped and executed SecretsDump to dump password hashes.
T1003,"Ke3chang has dumped credentials, including by using gsecdump."
T1003,menuPass has used a modified version of pentesting tools wmiexec.vbs and secretsdump.py to dump credentials.
T1547,Adversaries may modify or add LSASS drivers to obtain persistence on compromised systems.
T1547,The Windows security subsystem is a set of components that manage and enforce the security policy for a computer or domain.
T1547,The Local Security Authority  is the main component responsible for local security policy and user authentication.
T1547,"The LSA includes multiple dynamic link libraries  associated with various other security functions, all of which run in the context of the LSA Subsystem Service  lsass.exe process."
T1547,Adversaries may target LSASS drivers to obtain persistence.
T1547,"By either replacing or adding illegitimate drivers , an adversary can use LSA operations to continuously execute malicious payloads."
T1547,"Wingbird drops a malicious file  alongside a copy of lsass.exe, which is used to register a service that loads sspisrv.dll as a driver."
T1547,The payload of the malicious driver  is executed when loaded by lsass.exe before the spoofed service becomes unstable and crashes.
T1547,Pasam establishes by infecting the Security Accounts Manager  DLL to load a malicious DLL dropped to disk.
T1003,Adversaries may attempt to access credential material stored in the process memory of the Local Security Authority Subsystem Service .
T1003,"After a user logs on, the system generates and stores a variety of credential materials in LSASS process memory."
T1003,These credential materials can be harvested by an administrative user or SYSTEM and used to conduct Lateral Movement using Use Alternate Authentication Material.
T1003,"As well as in-memory techniques, the LSASS process memory can be dumped from the target host and analyzed on a local system."
T1003,"For example, on the target host use procdump:
* procdump -ma lsass.exe lsass_dump
Locally, mimikatz can be run using:
* sekurlsa::Minidump lsassdump.dmp
* sekurlsa::logonPasswords
Built-in Windows tools such as comsvcs.dll can also be used:
* rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump PID  lsass.dmp full
Windows Security Support Provider  DLLs are loaded into LSSAS process at system start."
T1003,"Once loaded into the LSA, SSP DLLs have access to encrypted and plaintext passwords that are stored in Windows, such as any logged-on user's Domain password or smart card PINs."
T1003,The SSP configuration is stored in two Registry keys: HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Security Packages and HKLM\SYSTEM\CurrentControlSet\Control\Lsa\OSConfig\Security Packages.
T1003,"An adversary may modify these Registry keys to add new SSPs, which will be loaded the next time the system boots, or when the AddSecurityPackage Windows API function is called."
T1003,"The following SSPs can be used to access credentials:
* Msv: Interactive logons, batch logons, and service logons are done through the MSV authentication package."
T1003,* Wdigest: The Digest Authentication protocol is designed for use with Hypertext Transfer Protocol  and Simple Authentication Security Layer  exchanges.
T1003,* Kerberos: Preferred for mutual client-server domain authentication in Windows 2000 and later.
T1003,* CredSSP:  Provides SSO and Network Level Authentication for Remote Desktop Services.
T1003,Net Crawler uses credential dumpers such as Mimikatz and Windows Credential Editor to extract cached credentials from Windows systems.
T1003,Daserf leverages Mimikatz and Windows Credential Editor to steal credentials.
T1003,GreyEnergy has a module for Mimikatz to collect Windows credentials from the victim’s machine.
T1003,"Olympic Destroyer contains a module that tries to obtain credentials from LSASS, similar to Mimikatz."
T1003,These credentials are used with PsExec and Windows Management Instrumentation to help the malware propagate itself across a network.
T1003,Emotet has been observed dropping password grabber modules including Mimikatz.
T1003,NotPetya contains a modified version of Mimikatz to help gather credentials that are later used for lateral movement.
T1003,CozyCar has executed Mimikatz to harvest stored credentials from the victim and further victim penetration.
T1003,"PoetRAT used voStro.exe, a compiled pypykatz , to steal credentials."
T1003,Okrum was seen using MimikatzLite to perform credential dumping.
T1003,Pysa can perform OS credential dumping using Mimikatz.
T1003,Bad Rabbit has used Mimikatz to harvest credentials from the victim's machine.
T1003,Cobalt Strike can spawn a job to inject into LSASS memory and dump password hashes.
T1003,APT1 has been known to use credential dumping using Mimikatz.
T1003,"Leafminer used several tools for retrieving login and password information, including LaZagne and Mimikatz."
T1003,MuddyWater has performed credential dumping with Mimikatz and procdump64.exe.
T1003,"Ke3chang has dumped credentials, including by using Mimikatz."
T1003,PLATINUM has used keyloggers that are also capable of dumping credentials.
T1003,BRONZE BUTLER has used various tools  to perform credential dumping.
T1003,"APT3 has used a tool to dump credentials by injecting itself into lsass.exe and triggering with the argument ""dig."""
T1003,FIN8 harvests credentials using Invoke-Mimikatz or Windows Credentials Editor .
T1003,APT28 regularly deploys both publicly available  and custom password retrieval tools on victims.
T1003,They have also dumped the LSASS process memory using the MiniDump function.
T1003,OilRig has used credential dumping tools such as Mimikatz to steal credentials to accounts logged into the compromised system and to Outlook Web Access.
T1003,FIN6 has used Windows Credential Editor for credential dumping.
T1003,APT32 used Mimikatz and customized versions of Windows Credential Dumper to harvest credentials.
T1003,Magic Hound stole domain credentials from Microsoft Active Directory Domain Controller and leveraged Mimikatz.
T1003,Cleaver has been known to dump credentials using Mimikatz and Windows Credential Editor.
T1003,Stolen Pencil gathers credentials using Mimikatz and Procdump.
T1003,"APT39 has used Mimikatz, Windows Credential Editor and ProcDump to dump credentials."
T1003,"APT33 has used a variety of publicly available tools like LaZagne, Mimikatz, and ProcDump to dump credentials."
T1003,"TEMP.Veles has used Mimikatz and a custom tool, SecHack, to harvest credentials."
T1003,GALLIUM used a modified version of Mimikatz along with a PowerShell-based Mimikatz to dump credentials on the victim machines.
T1003,"APT41 has used hashdump, Mimikatz, and the Windows Credential Editor to dump password hashes from memory and authenticate to other user accounts."
T1003,"Leviathan has used publicly available tools to dump password hashes, including ProcDump and WCE."
T1003,Threat Group-3390 actors have used a modified version of Mimikatz called Wrapikatz to dump credentials.
T1003,Silence has used the Farse6.1 utility  to extract credentials from lsass.exe.
T1003,Blue Mockingbird has used Mimikatz to retrieve credentials from LSASS memory.
T1003,Whitefly has used Mimikatz to obtain credentials.
T1003,Sandworm Team's plainpwd tool is a modified version of Mimikatz and dumps Windows credentials from system memory.
T1003,Kimsuky has gathered credentials using Mimikatz and ProcDump.
T1003,Operation Wocao has used ProcDump to dump credentials from memory.
T1003,Fox Kitten has used prodump to dump credentials from LSASS.
T1003,HAFNIUM has used procdump to dump the LSASS process memory.
T1003,Indrik Spider used Cobalt Strike to carry out credential dumping using ProcDump.
T1003,Lazarus Group leveraged Mimikatz to extract Windows Credentials of currently logged-in users and steals passwords stored in browsers.
T1003,Lazarus Group has also used a custom version Mimikatz to capture credentials.
T1570,Adversaries may transfer tools or other files between systems in a compromised environment.
T1570,Files may be copied from one system to another to stage adversary tools or other files over the course of an operation.
T1570,Adversaries may copy files laterally between internal victim systems to support lateral movement using inherent file sharing protocols such as file sharing over SMB to connected network shares or with authenticated connections with SMB/Windows Admin Shares or Remote Desktop Protocol.
T1570,DustySky searches for network drives and removable media and duplicates itself onto them.
T1570,Olympic Destroyer attempts to copy itself to remote machines on the network.
T1570,WannaCry attempts to copy itself to remote computers after gaining access via an SMB exploit.
T1570,"LockerGoga has been observed moving around the victim network via SMB, indicating the actors behind this ransomware are manually copying files form computer to computer instead of self-propagating."
T1570,Shamoon attempts to copy itself to remote machines on the network.
T1570,Operators deploying Netwalker have used psexec to copy the Netwalker payload across accessible systems.
T1570,Lucifer can use certutil for propagation on Windows hosts within intranets.
T1570,Stuxnet uses an RPC server that contains a file dropping routine and support for payload version updates for P2P communications within a victim network.
T1570,Kerrdown can download additional software including Cobalt Strike from servers on the victim's network.
T1570,FIN10 has deployed Meterpreter stagers and SplinterRAT instances in the victim network after moving laterally.
T1570,Turla RPC backdoors can be used to transfer files to/from victim machines on the local network.
T1570,Wizard Spider has used stolen credentials to copy tools into the %TEMP% directory of domain controllers.
T1570,APT32 has deployed tools after moving laterally using administrative accounts.
T1570,Operation Wocao has used SMB to copy files to and from target systems.
T1570,GALLIUM has used PsExec to move laterally between hosts in the target network.
T1570,Chimera has copied tools between compromised hosts using SMB.
T1570,Sandworm Team has used move to transfer files to a network share.
T1543,Adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence.
T1543,"When a user logs in, a per-user launchd process is started which loads the parameters for each launch-on-demand user agent from the property list  file found in /System/Library/LaunchAgents, /Library/LaunchAgents, and ~/Library/LaunchAgents."
T1543,"Property list files use the Label, ProgramArguments , and RunAtLoad keys to identify the Launch Agent's name, executable location, and execution time."
T1543,"Launch Agents are often installed to perform updates to programs, launch user specified programs at login, or to conduct other developer tasks."
T1543,Launch Agents can also be executed using the Launchctl command.
T1543,Adversaries may install a new Launch Agent that executes at login by placing a .plist file into the appropriate folders with the RunAtLoad or KeepAlive keys set to true.
T1543,The Launch Agent name may be disguised by using a name from the related operating system or benign software.
T1543,Launch Agents are created with user level privileges and execute with user level permissions.
T1543,Keydnap uses a Launch Agent to persist.
T1543,CoinTicker creates user launch agents named .espl.plist and com.apple.random string.plist to establish persistence.
T1543,FruitFly persists via a Launch Agent.
T1543,Calisto adds a .plist file to the /Library/LaunchAgents folder to maintain persistence.
T1543,CrossRAT creates a Launch Agent on macOS.
T1543,Dok installs two LaunchAgents to redirect all network traffic with a randomly generated name for each plist file maintaining the format com.random.name.plist.
T1543,The Komplex trojan creates a persistent launch agent called with $HOME/Library/LaunchAgents/com.apple.updates.plist with launchctl load -w ~/Library/LaunchAgents/com.apple.updates.plist.
T1543,MacSpy persists via a Launch Agent.
T1543,OSX_OCEANLOTUS.D can create a persistence file in the folder /Library/LaunchAgents.
T1543,Proton persists via Launch Agent.
T1543,Bundlore can persist via a LaunchAgent.
T1543,Dacls can establish persistence via a LaunchAgent.
T1543,CookieMiner has installed multiple new Launch Agents in order to maintain persistence for cryptocurrency mining software.
T1543,NETWIRE can use launch agents for persistence.
T1543,ThiefQuest installs a launch item using an embedded encrypted launch agent property list template.
T1543,The plist file is installed in the ~/Library/LaunchAgents/ folder and configured with the path to the persistent binary located in the ~/Library/ folder.
T1543,Adversaries may create or modify Launch Daemons to execute malicious payloads as part of persistence.
T1543,"Launch Daemons are plist files used to interact with Launchd, the service management framework used by macOS."
T1543,"Launch Daemons require elevated privileges to install, are executed for every user on a system prior to login, and run in the background without the need for user interaction."
T1543,"During the macOS initialization startup, the launchd process loads the parameters for launch-on-demand system-level daemons from plist files found in /System/Library/LaunchDaemons/ and /Library/LaunchDaemons/."
T1543,"Required Launch Daemons parameters include a Label to identify the task, Program to provide a path to the executable, and RunAtLoad to specify when the task is run."
T1543,"Launch Daemons are often used to provide access to shared resources, updates to software, or conduct automation tasks."
T1543,Adversaries may install a Launch Daemon configured to execute at startup by using the RunAtLoad parameter set to true and the Program parameter set to the malicious executable path.
T1543,The daemon name may be disguised by using a name from a related operating system or benign software  Masquerading.
T1543,"When the Launch Daemon is executed, the program inherits administrative permissions."
T1543,"Additionally, system configuration changes  may cause folders such as usr/local/bin to become globally writeable."
T1543,"So, it is possible for poor configurations to allow an adversary to modify executables referenced by current Launch Daemon's plist files."
T1543,"If running with root permissions, OSX_OCEANLOTUS.D can create a persistence file in the folder /Library/LaunchDaemons."
T1543,LoudMiner adds plist files with the naming format com.random_name.plist in the /Library/LaunchDaemons folder with the RunAtLoad and KeepAlive keys set to true.
T1543,Bundlore can persist via a LaunchDaemon.
T1543,Dacls can establish persistence via a Launch Daemon.
T1543,AppleJeus has placed a plist file within the LaunchDaemons folder and launched it manually.
T1543,"When running with root privileges after a Launch Agent is installed, ThiefQuest installs a plist file to the /Library/LaunchDaemons/ folder with the RunAtLoad key set to true establishing persistence as a Launch Daemon."
T1543,"XCSSET uses the ssh launchdaemon to elevate privileges, bypass system controls, and enable remote access to the victim."
T1569,Adversaries may abuse launchctl to execute commands or programs.
T1569,"Launchctl interfaces with launchd, the service management framework for macOS."
T1569,"Launchctl supports taking subcommands on the command-line, interactively, or even redirected from standard input."
T1569,Adversaries use launchctl to execute commands and programs as Launch Agents or Launch Daemons.
T1569,"Common subcommands include: launchctl load,launchctl unload, and launchctl start."
