label_tec,sentence
T1134,"There are also other mechanisms, such as Active Directory fields, that can be used to modify access tokens."
T1134,Duqu examines running system processes for tokens that have specific system privileges.
T1134,"If it finds one, it will copy the token and store it for later use."
T1134,Eventually it will start new processes with the stored token attached.
T1134,It can also steal tokens to acquire administrative privileges.
T1134,Hydraq creates a backdoor through which remote attackers can adjust token privileges.
T1134,SslMM contains a feature to manipulate process privileges and tokens.
T1134,Ryuk has attempted to adjust its token privileges to have the SeDebugPrivilege.
T1134,SUNSPOT modified its security token to grants itself debugging privileges by adding SeDebugPrivilege.
T1134,MegaCortex can enable SeDebugPrivilege and adjust token privileges.
T1134,AppleSeed can gain system level privilege by passing SeDebugPrivilege to the AdjustTokenPrivilege API.
T1134,Cuba has used SeDebugPrivilege and AdjustTokenPrivileges to elevate privileges.
T1134,KillDisk has attempted to get the access token of a process by calling OpenProcessToken.
T1134,"If KillDisk gets the access token, then it attempt to modify the token privileges with AdjustTokenPrivileges."
T1134,Blue Mockingbird has used JuicyPotato to abuse the SeImpersonate token privilege to escalate from web application pool accounts to NT Authority\SYSTEM.
T1134,FIN6 has used has used Metasploit’s named-pipe impersonation technique to escalate privileges.
T1546,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by accessibility features.
T1546,Windows contains accessibility features that may be launched with a key combination before a user has logged in .
T1546,An adversary can modify the way these programs are launched to get a command prompt or backdoor without logging in to the system.
T1546,"Two common accessibility programs are C:\Windows\System32\sethc.exe, launched when the shift key is pressed five times and C:\Windows\System32\utilman.exe, launched when the Windows + U key combination is pressed."
T1546,"The sethc.exe program is often referred to as ""sticky keys"", and has been used by adversaries for unauthenticated access through a remote desktop login screen."
T1546,"Depending on the version of Windows, an adversary may take advantage of these features in different ways."
T1546,Common methods used by adversaries include replacing accessibility feature binaries or pointers/references to these binaries in the Registry.
T1546,"In newer versions of Windows, the replaced binary needs to be digitally signed for x64 systems, the binary must reside in %systemdir%\, and it must be protected by Windows File or Resource Protection ."
T1546,The Image File Execution Options Injection debugger method was likely discovered as a potential workaround because it does not require the corresponding accessibility feature binary to be replaced.
T1546,"For simple binary replacement on Windows XP and later as well as and Windows Server 2003/R2 and later, for example, the program  may be replaced with ""cmd.exe"" ."
T1546,"Subsequently, pressing the appropriate key combination at the login screen while sitting at the keyboard or when connected over Remote Desktop Protocol will cause the replaced file to be executed with SYSTEM privileges."
T1546,"Other accessibility features exist that may also be leveraged in a similar fashion: 
* On-Screen Keyboard: C:\Windows\System32\osk.exe
* Magnifier: C:\Windows\System32\Magnify.exe
* Narrator: C:\Windows\System32\Narrator.exe
* Display Switcher: C:\Windows\System32\DisplaySwitch.exe
* App Switcher: C:\Windows\System32\AtBroker.exe Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by accessibility features."
T1546,"Other accessibility features exist that may also be leveraged in a similar fashion: 
* On-Screen Keyboard: C:\Windows\System32\osk.exe
* Magnifier: C:\Windows\System32\Magnify.exe
* Narrator: C:\Windows\System32\Narrator.exe
* Display Switcher: C:\Windows\System32\DisplaySwitch.exe
* App Switcher: C:\Windows\System32\AtBroker.exe APT3 replaces the Sticky Keys binary C:\Windows\System32\sethc.exe for persistence."
T1546,"APT29 used sticky-keys to obtain unauthenticated, privileged console access."
T1546,Deep Panda has used the sticky-keys technique to bypass the RDP login screen on remote systems during intrusions.
T1546,Axiom actors have been known to use the Sticky Keys replacement within RDP sessions to obtain persistence.
T1546,APT41 leveraged sticky keys to establish persistence.
T1546,Fox Kitten has used sticky keys to launch a command prompt.
T1531,Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users.
T1531,"Accounts may be deleted, locked, or manipulated  to remove access to accounts."
T1531,Adversaries may also subsequently log off and/or reboot boxes to set malicious changes into place.
T1531,LockerGoga has been observed changing account passwords and logging off current users.
T1531,MegaCortex has changed user account passwords and logged users off the system.
T1087,Adversaries may attempt to get a listing of accounts on a system or within an environment.
T1087,This information can help adversaries determine which accounts exist to aid in follow-on behavior.
T1087,"XCSSET attempts to discover accounts from various locations such as a user's Evernote, AppleID, Telegram, Skype, and WeChat data."
T1087,UNC2452 obtained a list of users and their roles from an Exchange server using Get-ManagementRoleAssignment.
T1087,APT29 obtained a list of users and their roles from an Exchange server using Get-ManagementRoleAssignment.
T1087,"APT32 enumerated administrative users and DC servers using the commands net localgroup administrators and net group ""Domain Controllers"" /domain."
T1098,Adversaries may manipulate accounts to maintain access to victim systems.
T1098,"Account manipulation may consist of any action that preserves adversary access to a compromised account, such as modifying credentials or permission groups."
T1098,"These actions could also include account activity designed to subvert security policies, such as performing iterative password updates to bypass password duration policies and preserve the life of compromised credentials."
T1098,"In order to create or manipulate accounts, the adversary must already have sufficient permissions on systems or the domain."
T1098,Calisto adds permissions and remote logins to all users.
T1098,SMOKEDHAM has added created user accounts to local Admin groups.
T1098,Lazarus Group malware WhiskeyDelta-Two contains a function that attempts to rename the administrator’s account.
T1098,APT3 has been known to add created accounts to local admin groups to maintain elevated access.
T1098,Dragonfly 2.0 added newly created accounts to the administrators group to maintain elevated access.
T1098,Sandworm Team used the sp_addlinkedsrvlogin command in MS-SQL to create a link between a created account and other servers in the network.
T1098,Magic Hound granted compromised email accounts read access to the email boxes of additional targeted accounts.
T1098,The group then was able to authenticate to the intended victim's OWA  portal and read hundreds of email communications for information on Middle East organizations.
T1583,"Adversaries may buy, lease, or rent infrastructure that can be used during targeting."
T1583,A wide variety of infrastructure exists for hosting and orchestrating adversary operations.
T1583,"Infrastructure solutions include physical or cloud servers, domains, and third-party web services."
T1583,"Additionally, botnets are available for rent or purchase."
T1583,"Use of these infrastructure solutions allows an adversary to stage, launch, and execute an operation."
T1583,"Solutions may help adversary operations blend in with traffic that is seen as normal, such as contact to third-party web services."
T1583,"Depending on the implementation, adversaries may use infrastructure that makes it difficult to physically tie back to them as well as utilize infrastructure that can be rapidly provisioned, modified, and shut down."
T1595,Adversaries may execute active reconnaissance scans to gather information that can be used during targeting.
T1595,"Active scans are those where the adversary probes victim infrastructure via network traffic, as opposed to other forms of reconnaissance that do not involve direct interaction."
T1595,Adversaries may perform different forms of active scanning depending on what information they seek to gather.
T1595,"These scans can also be performed in various ways, including using native features of network protocols such as ICMP."
T1595,"Information from these scans may reveal opportunities for other forms of reconnaissance  or Search Open Technical Databases, establishing operational resources  or Obtain Capabilities, and/or initial access  or Exploit Public-Facing Application."
T1547,Adversaries may achieve persistence by adding a Registry key to the Active Setup of the local machine.
T1547,Active Setup is a Windows mechanism that is used to execute programs when a user logs in.
T1547,The value stored in the Registry key will be executed after a user logs into the computer.
T1547,These programs will be executed under the context of the user and will have the account's associated permissions level.
T1547,Adversaries may abuse Active Setup by creating a key under  HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components\ and setting a malicious value for StubPath.
T1547,This value will serve as the program that will be executed when a user logs into the computer.
T1547,"Adversaries can abuse these components to execute malware, such as remote access tools, to maintain persistence through system reboots."
T1547,Adversaries may also use Masquerading to make the Registry entries look as if they are associated with legitimate programs.
T1547,PoisonIvy creates a Registry key in the Active Setup pointing to a malicious executable.
T1098,An adversary may add the Global Administrator role to an adversary-controlled account to maintain persistent access to an Office 365 tenant.
T1098,"With sufficient permissions, a compromised account can gain almost unlimited access to data and settings  via the global admin role."
T1098,This account modification may immediately follow Create Account or other malicious account activity.
T1137,Adversaries may abuse Microsoft Office add-ins to obtain persistence on a compromised system.
T1137,Office add-ins can be used to add functionality to Office programs.
T1137,"There are different types of add-ins that can be used by the various Office products; including Word/Excel add-in Libraries , VBA add-ins, Office Component Object Model  add-ins, automation add-ins, VBA Editor , Visual Studio Tools for Office  add-ins, and Outlook add-ins."
T1137,Add-ins can be used to obtain persistence because they can be set to execute code when an Office application starts.
T1137,"Naikon has used the RoyalRoad exploit builder to drop a second stage loader, intel.wll, into the Word Startup folder on the compromised host."
T1098,Adversaries may add adversary-controlled credentials to a cloud account to maintain persistent access to victim accounts and instances within the environment.
T1098,Adversaries may add credentials for Service Principals and Applications in addition to existing legitimate credentials in Azure AD.
T1098,These credentials include both x509 keys and passwords.
T1098,"With sufficient permissions, there are a variety of ways to add credentials including the Azure Portal, Azure command line interface, and Azure or Az PowerShell modules."
T1098,"In infrastructure-as-a-service  environments, after gaining access through Cloud Accounts, adversaries may generate or import their own SSH keys using either the CreateKeyPair or ImportKeyPair API in AWS or the gcloud compute os-login ssh-keys add command in GCP."
T1098,This allows persistent access to instances within the cloud environment without further usage of the compromised cloud accounts.
T1098,UNC2452 added credentials to OAuth Applications and Service Principals.
T1098,APT29 has added credentials to OAuth Applications and Service Principals.
T1557,Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle  technique to support follow-on behaviors such as Network Sniffing or Transmitted Data Manipulation.
T1557,"By abusing features of common networking protocols that can determine the flow of network traffic , adversaries may force a device to communicate through an adversary controlled system so they can collect information or perform additional actions."
T1557,"Adversaries may leverage the AiTM position to attempt to modify traffic, such as in Transmitted Data Manipulation."
T1557,"Adversaries can also stop traffic from flowing to the appropriate destination, causing denial of service."
T1557,Dok proxies web traffic to potentially monitor and alter victim HTTP traffic.
T1557,Kimsuky has used modified versions of PHProxy to examine web traffic between the victim and the accessed website.
T1546,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppCert DLLs loaded into processes.
T1546,"Dynamic-link libraries  that are specified in the AppCertDLLs Registry key under HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager\ are loaded into every process that calls the ubiquitously used application programming interface  functions CreateProcess, CreateProcessAsUser, CreateProcessWithLoginW, CreateProcessWithTokenW, or WinExec."
T1546,"Similar to Process Injection, this value can be abused to obtain elevated privileges by causing a malicious DLL to be loaded and run in the context of separate processes on the computer."
T1546,Malicious AppCert DLLs may also provide persistence by continuously being triggered by API activity.
T1546,PUNCHBUGGY can establish using a AppCertDLLs Registry key.
T1546,Honeybee's service-based DLL implant can execute a downloaded file with parameters specified using CreateProcessAsUser.
T1546,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppInit DLLs loaded into processes.
T1546,Dynamic-link libraries  that are specified in the AppInit_DLLs value in the Registry keys HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Windows or HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Windows are loaded by user32.dll into every process that loads user32.dll.
T1546,"In practice this is nearly every program, since user32.dll is a very common library."
T1546,"Similar to Process Injection, these values can be abused to obtain elevated privileges by causing a malicious DLL to be loaded and run in the context of separate processes on the computer."
T1546,Malicious AppInit DLLs may also provide persistence by continuously being triggered by API activity.
T1546,The AppInit DLL functionality is disabled in Windows 8 and later versions when secure boot is enabled.
T1546,"If a victim meets certain criteria, T9000 uses the AppInit_DLL functionality to achieve persistence by ensuring that every user mode process that is spawned will load its malicious DLL, ResN32.dll."
T1546,It does this by creating the following Registry keys: HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows\AppInit_DLLs – %APPDATA%\Intel\ResN32.dll and HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs – 0x1.
T1546,"Some variants of Cherry Picker use AppInit_DLLs to achieve persistence by creating the following Registry key: HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows ""AppInit_DLLs""=""pserver32.dll"" Ramsay can insert itself into the address space of other applications using the AppInit DLL Registry key."
T1546,APT39 has used malware to set LoadAppInit_DLLs in the Registry key SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows in order to establish persistence.
T1059,Adversaries may abuse AppleScript for execution.
T1059,AppleScript is a macOS scripting language designed to control applications and parts of the OS via inter-application messages called AppleEvents.
T1059,These AppleEvent messages can be sent independently or easily scripted with AppleScript.
T1059,"These events can locate open windows, send keystrokes, and interact with almost any open application locally or remotely."
T1059,"Scripts can be run from the command-line via osascript /path/to/script or osascript -e ""script here""."
T1059,"Aside from the command line, scripts can be executed in numerous ways including Mail rules, Calendar.app alarms, and Automator workflows."
T1059,AppleScripts can also be executed as plain text shell scripts by adding #!/usr/bin/osascript to the start of the script file.
T1059,"AppleScripts do not need to call osascript to execute, however."
T1059,"They may be executed from within mach-O binaries by using the macOS Native APIs NSAppleScript or OSAScript, both of which execute code independent of the /usr/bin/osascript command line utility."
T1059,"Adversaries may abuse AppleScript to execute various behaviors, such as interacting with an open SSH connection, moving to remote machines, and even presenting users with fake dialog boxes."
T1059,"These events cannot start applications remotely , but they can interact with applications if they're already running remotely."
T1059,"On macOS 10.10 Yosemite and higher, AppleScript has the ability to execute Native APIs, which otherwise would require compilation and execution in a mach-O binary file format.."
T1059,"Since this is a scripting language, it can be used to launch more common techniques as well such as a reverse shell via Python."
T1059,Dok uses AppleScript to create a login item for persistence.
T1059,Bundlore can use AppleScript to inject malicious JavaScript into a browser.
T1059,ThiefQuest uses AppleScript's osascript -e command to launch ThiefQuest's persistence via Launch Agent and Launch Daemon.
T1550,"Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems."
T1550,These tokens are typically stolen from users and used in lieu of login credentials.
T1550,Application access tokens are used to make authorized API requests on behalf of a user and are commonly used as a way to access resources in cloud-based applications and software-as-a-service .
T1550,OAuth is one commonly implemented framework that issues tokens to users for access to systems.
T1550,These frameworks are used collaboratively to verify the user and determine what actions the user is allowed to perform.
T1550,"Once identity is established, the token allows actions to be authorized, without passing the actual credentials of the user."
T1550,"Therefore, compromise of the token can grant the adversary access to resources of other sites through a malicious application."
T1550,"For example, with a cloud-based email service once an OAuth access token is granted to a malicious application, it can potentially gain long-term access to features of the user account if a ""refresh"" token enabling background access is awarded."
T1550,With an OAuth access token an adversary can use the user-granted REST API to perform functions such as email searching and contact enumeration.
T1550,Compromised access tokens may be used as an initial step in compromising other services.
T1550,"For example, if a token grants access to a victim’s primary email, the adversary may be able to extend access to all other services which the target subscribes by triggering forgotten password routines."
T1550,Direct API access through a token negates the effectiveness of a second authentication factor and may be immune to intuitive countermeasures like changing passwords.
T1550,"Access abuse over an API channel can be difficult to detect even from the service provider end, as the access can still align well with a legitimate workflow."
T1550,"APT28 has used several malicious applications that abused OAuth access tokens to gain access to target email accounts, including Gmail and Yahoo Mail."
T1499,Adversaries may target resource intensive features of web applications to cause a denial of service .
T1499,Specific features in web applications may be highly resource intensive.
T1499,Repeated requests to those features may be able to exhaust system resources and deny access to the application or the server itself.
T1071,Adversaries may communicate using application layer protocols to avoid detection/network filtering by blending in with existing traffic.
T1071,"Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server."
T1071,"Adversaries may utilize many different protocols, including those used for web browsing, transferring files, electronic mail, or DNS."
T1071,"For connections that occur internally within an enclave , commonly used protocols are SMB, SSH, or RDP."
T1071,"Duqu uses a custom command and control protocol that communicates over commonly used ports, and is frequently encapsulated by application layer protocols."
T1071,Adversaries can also use NETEAGLE to establish an RDP connection with a controller over TCP/7519.
T1071,"The Regin malware platform supports many standard protocols, including SMB."
T1071,Cobalt Strike can conduct peer-to-peer communication over Windows named pipes encapsulated in the SMB protocol.
T1071,All protocols use their standard assigned ports.
T1071,Lucifer can use the Stratum protocol on port 10001 for communication between the cryptojacking bot and the mining server.
T1071,Hildegard has used an IRC channel for C2 communications.
T1071,Siloscape connects to an IRC server for C2.
T1071,Cobalt Strike conducts peer-to-peer communication over Windows named pipes encapsulated in the SMB protocol.
T1071,Exaramel uses HTTPS for C2 communications.
T1071,Dragonfly 2.0 used SMB for C2.
T1071,Magic Hound malware has used IRC for C2.
T1071,Rocke issued wget requests from infected systems to the C2.
T1071,TeamTNT has used an IRC bot for C2 communications.
T1071,APT34 malware often uses HTTP and DNS for C2.
T1071,The group has also used the Plink utility and other tools to create tunnels to C2 servers.
T1546,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims.
T1546,The Microsoft Windows Application Compatibility Infrastructure/Framework  was created to allow for backward compatibility of software as the operating system codebase changes over time.
T1546,"For example, the application shimming feature allows developers to apply fixes to applications  that were created for Windows XP so that it will work with Windows 10."
T1546,"Within the framework, shims are created to act as a buffer between the program  and the Windows OS."
T1546,"When a program is executed, the shim cache is referenced to determine if the program requires the use of the shim database ."
T1546,"If so, the shim database uses hooking to redirect the code as necessary in order to communicate with the OS."
T1546,"A list of all shims currently installed by the default Windows installer  is kept in:
* %WINDIR%\AppPatch\sysmain.sdb and
* hklm\software\microsoft\windows nt\currentversion\appcompatflags\installedsdb
Custom databases are stored in:
* %WINDIR%\AppPatch\custom & %WINDIR%\AppPatch\AppPatch64\Custom and
* hklm\software\microsoft\windows nt\currentversion\appcompatflags\custom
To keep shims secure, Windows designed them to run in user mode so they cannot modify the kernel and you must have administrator privileges to install a shim."
T1546,"However, certain shims can be used to Bypass User Account Control , inject DLLs into processes , disable Data Execution Prevention  and Structure Exception Handling , and intercept memory addresses ."
T1546,"Utilizing these shims may allow an adversary to perform several malicious acts such as elevate privileges, install backdoors, disable defenses like Windows Defender, etc."
T1546,Shims can also be abused to establish persistence by continuously being invoked by affected programs.
T1546,ShimRat has installed shim databases in the AppPatch folder.
T1546,"SDBbot has the ability to use application shimming for persistence if it detects it is running as admin on Windows XP or 7, by creating a shim database to patch services.exe."
T1546,Pillowmint has used a malicious shim database to maintain persistence.
T1546,FIN7 has used application shim databases for persistence.
T1010,Adversaries may attempt to get a listing of open application windows.
T1010,Window listings could convey information about how the system is used or give context to information collected by a keylogger.
T1010,Kazuar gathers information about opened windows.
T1010,WINERACK can enumerate active windows.
T1010,The discovery modules used with Duqu can collect information on open windows.
T1010,Catchamas obtains application windows titles and then determines which windows to perform Screen Capture on.
T1010,NetTraveler reports window names along with keylogger information to provide application context.
T1010,SOUNDBITE is capable of enumerating application windows.
T1010,PowerDuke has a command to get text of the current foreground window.
T1010,PoisonIvy captures window titles.
T1010,Remexi has a command to capture active windows on the machine and retrieve window titles.
T1010,njRAT gathers information about opened windows during the initial infection.
T1010,Machete saves the window names.
T1010,HotCroissant has the ability to list the names of all open windows on the infected host.
T1010,PLEAD has the ability to list open windows on the compromised host.
T1010,Attor can obtain application window titles and then determines which windows to perform Screen Capture on.
T1010,Cadelspy has the ability to identify open windows on the compromised host.
T1010,Aria-body has the ability to identify the titles of running windows on a compromised host.
T1010,InvisiMole can enumerate windows and child windows on a compromised host.
T1010,Metamorfo can enumerate all windows on the victim’s machine.
T1010,Trojan.Karagany can monitor the titles of open windows to identify specific keywords.
T1010,Grandoreiro can identify installed security tools based on window names.
T1010,NETWIRE can discover and close windows on controlled systems.
T1010,QakBot has the ability to enumerate windows on a compromised host.
T1010,captures window titles.
T1010,Lazarus Group malware IndiaIndia obtains and sends to its C2 server the title of the window for each running process.
T1010,The KilaAlfa keylogger also reports the title of the window in the foreground.
T1499,Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users.
T1499,"Some systems may automatically restart critical applications and services when crashes occur, but they can likely be re-exploited to cause a persistent DoS condition."
T1499,Industroyer uses a custom DoS tool that leverages CVE-2015-5374 and targets hardcoded IP addresses of Siemens SIPROTEC devices.
T1560,An adversary may compress and/or encrypt data that is collected prior to exfiltration.
T1560,Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network.
T1560,Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.
T1560,"Both compression and encryption are done prior to exfiltration, and can be performed using a utility, 3rd party library, or custom method."
T1560,RunningRAT contains code to compress files.
T1560,Daserf hides collected data in password-protected .rar archives.
T1560,"After collecting documents from removable media, Prikormka compresses the collected files, and encrypts it with Blowfish."
T1560,VERMIN encrypts the collected files using 3-DES.
T1560,Zebrocy  has used a method similar to RC4 as well as AES for encryption and hexadecimal for encoding data before exfiltration.
T1560,Proton zips up files before exfiltrating them.
T1560,ADVSTORESHELL encrypts with the 3DES algorithm and a hardcoded key prior to exfiltration.
T1560,Lurid can compress data before sending it.
T1560,Backdoor.Oldrea writes collected data to a temporary file in an encrypted form before exfiltration to a C2 server.
T1560,Agent Tesla can encrypt data with 3DES before sending it over to a C2 server.
T1560,Epic encrypts collected data using a public key framework before sending it over the C2 channel.
T1560,Some variants encrypt the collected data with AES and encode it with base64 before transmitting it to the C2 server.
T1560,Gold Dragon encrypts data using Base64 before being sent to the command and control server.
T1560,FELIXROOT encrypts collected data with AES and Base64 and then sends it to the C2 server.
T1560,Emotet has been observed encrypting the data it collects before sending it to the C2 server.
T1560,Remexi encrypts and adds all gathered browser data into files for upload to C2.
T1560,LightNeuron contains a function to encrypt and store emails that it collects.
T1560,Exaramel for Windows automatically encrypts files before sending them to the C2 server.
T1560,Machete stores zipped files with profile data from installed web browsers.
T1560,Cadelspy has the ability to compress stolen data into a .cab file.
T1560,Aria-body has used ZIP to compress data gathered on a compromised host.
T1560,Kessel can RC4-encrypt credentials before sending to the C2.
T1560,Pillowmint has encrypted stolen credit card information with AES and further encoded it with Base64.
T1560,WellMail can archive files on the compromised host.
T1560,NETWIRE has the ability to compress archived screenshots.
T1560,Dtrack packs collected data into a password protected archive.
T1560,TAINTEDSCRIBE has used FileReadZipSend to compress a file and send to C2.
T1560,BLUELIGHT can zip files before exfiltration.
T1560,"XCSSET will compress entire ~/Desktop folders excluding all .git folders, but only if the total data size is under 200MB."
T1560,Patchwork encrypted the collected files' path with AES and then encoded them with base64.
T1560,"Honeybee adds collected files to a temp.zip file saved in the %temp% folder, then base64 encodes it and uploads it to control server."
T1560,"Following data collection, FIN6 has compressed log files into a ZIP archive prior to staging and exfiltration."
T1560,"Lazarus Group malware RomeoDelta archives specified directories in .zip format, encrypts the .zip file, and uploads it to its C2 server."
T1560,APT28 used a publicly available tool to gather and compress multiple documents on the DCCC and DNC networks.
T1560,The Ke3chang group has been known to compress data before exfiltration.
T1560,Dragonfly 2.0 compressed data into .zip files prior to exfiltrating it.
T1560,APT32's backdoor has used LZMA compression and RC4 encryption before exfiltration.
T1560,menuPass has encrypted files and information before exfiltration.
T1560,Leviathan has archived victim's data prior to exfiltration.
T1560,An adversary may compress or encrypt data that is collected prior to exfiltration using a custom method.
T1560,"Adversaries may choose to use custom archival methods, such as encryption with XOR or stream ciphers implemented with no external library or utility references."
T1560,Custom implementations of well-known compression algorithms have also been used.
T1560,InvisiMole uses a variation of the XOR cipher to encrypt files before exfiltration.
T1560,"Modules can be pushed to and executed by Duqu that copy data to a staging area, compress it, and XOR encrypt it."
T1560,OwaAuth DES-encrypts captured credentials using the key 12345678 before writing the credentials to a log file.
T1560,Agent.btz saves system information into an XML file that is then XOR-encoded.
T1560,RGDoor encrypts files with XOR before sending them back to the C2 server.
T1560,FLASHFLOOD employs the same encoding scheme as SPACESHIP for data it stages.
T1560,"Data is compressed with zlib, and bytes are rotated four times before being XOR'ed with 0x23."
T1560,ADVSTORESHELL compresses output data generated by command execution with a custom implementation of the Lempel–Ziv–Welch  algorithm.
T1560,T9000 encrypts collected data using a single byte XOR key.
T1560,Reaver encrypts collected data with an incremental XOR key prior to exfiltration.
T1560,RawPOS encodes credit card data it collected from the victim with XOR.
T1560,OSX_OCEANLOTUS.D scrambles and encrypts data using AES256 before sending it to the C2 server.
T1560,Data SPACESHIP copies to the staging area is compressed with zlib.
T1560,Bytes are rotated by four positions and XOR'ed with 0x23.
T1560,HAWKBALL has encrypted data with XOR before sending it over the C2 channel.
T1560,Machete's collected data is encrypted with AES before exfiltration.
T1560,OopsIE compresses collected files with a simple character replacement scheme before sending them to its C2 server.
T1560,Attor encrypts collected data with a custom implementation of Blowfish and RSA ciphers.
T1560,Okrum has used a custom implementation of AES encryption to encrypt collected data.
T1560,MESSAGETAP has XOR-encrypted and stored contents of SMS messages that matched its target list.
T1560,Rising Sun can archive data using RC4 encryption and Base64 encoding prior to exfiltration.
T1560,Ramsay can store collected documents in a custom container after encrypting and compressing them using RC4 and WinRAR.
